           0           0
           0          -1
           1          -1
           0           1
           2          -1
           0           2
           0           3
           0          -2
           0          -3
           0          -4
           0           4
          -1          -4
           2          -2
           3          -2
          -1          -5
          -1          -6
          -1          -2
           4          -2
           3          -3
           5          -2
           3          -1
           0           5
           0           6
           0          -6
           3          -4
           3          -5
          -1           2
          -2          -6
           0          -7
           5          -3
          -2          -7
           0          -8
           4          -1
           3          -6
          -2          -2
          -3          -7
          -4          -7
           0           7
           1           2
           2           2
           0          -9
           5          -4
           5          -5
           3           2
          -1          -9
          -2          -1
          -1           7
          -3          -1
          -1           3
           5          -6
           1          -8
          -1         -10
          -5          -7
           1           7
           4           2
          -6          -7
           5          -7
           0           8
           5           2
          -3          -2
           5           3
           0           9
           6          -7
           3          -7
          -7          -7
          -7          -8
          -1           9
           6          -3
          -1           8
           7          -3
          -2           3
           5          -8
           5          -9
           6           2
          -4          -1
           6           3
           7           3
          -1          10
          -1         -11
           5         -10
           6           4
          -1          11
          -4          -8
          -4          -9
           6           5
           7          -7
           8           3
          -2           8
           6         -10
          -2           9
          -8          -7
          -1         -12
          -2         -12
           6         -11
           7         -11
          -8          -6
           5         -11
           3           3
          -5          -1
          -2          11
          -1         -13
           9           3
           0          11
          -7          -9
          -5          -2
          -6          -1
          -1         -14
           8         -11
           9           2
          -2         -14
          -2          12
          -7         -10
          -2          13
           0         -14
           8         -10
           8          -9
          -3         -14
           5         -12
           8          -3
           9          -9
           1           9
           9          -3
           9           4
          -7         -11
          -3           9
           4         -12
          10          -3
          10          -2
           0         -15
          11          -3
          10           4
           8           4
           1         -15
          -7          -1
           2           9
           8         -12
          -4           9
          -2           4
          -9          -6
          -7         -12
          -3          13
          12          -3
          -1         -15
           8          -7
          -5           0
          -1          13
          -7         -13
          12          -2
          -1          14
         -10          -6
          -8          -1
          -5           9
           0         -16
          -1         -16
          -5           8
           8         -13
          -6           8
         -11          -6
          -5          10
           1         -16
          -6           7
           1         -17
          -5          11
          13          -2
          -8         -12
          -8         -13
          -1          15
          14          -2
          -9         -13
         -10          -7
         -10         -13
          11           4
          10           5
          -1         -17
          -1          16
           2          10
         -12          -6
          -8           0
          10           2
          -1         -18
           3           9
          15          -2
          -1         -19
          12           4
          -5          12
          13           4
          10          -9
          -1         -20
          -9         -14
           0         -20
          10         -10
         -12          -5
          11         -10
         -12          -7
           1         -20
          -9         -15
           1          11
         -12          -4
          11         -11
           0          16
           1         -21
          -7           8
           1         -22
           1          16
          -9         -16
         -13          -5
           8         -14
          -1          17
          14           4
          14          -3
         -11         -13
           2         -22
           2         -23
           0         -22
          -2          17
         -10         -16
          -2          18
          -1          18
          15          -1
          -1          19
          -9         -17
           9         -13
         -11          -4
          -2         -20
         -11         -14
          15          -3
          15          -4
         -10         -17
          -3         -20
          -9           0
          16          -1
           2         -17
          -4         -20
         -12         -14
         -10         -18
           8         -15
          -4         -19
          -9           1
          10           6
           9         -15
           2          16
           2         -18
          -3          18
         -11         -17
          -4         -21
         -13          -4
           1         -23
           9           6
           0         -23
           0         -24
         -13         -14
          11          -4
           0         -25
         -12         -17
           0         -26
          10         -15
          16          -2
          17          -2
           1         -26
         -13         -15
          10         -16
           1         -27
         -12         -18
          17          -3
          17          -4
           1         -28
          11           6
          11         -16
           2         -26
          12         -16
          -6          12
          18          -4
           0          18
           2         -28
         -14         -15
          -1          20
          16           0
         -15         -15
          -9          -1
         -16         -15
         -14          -4
          -1         -26
           9           7
           0         -28
          -2         -26
          -4           8
          -3         -26
          12          -4
          18          -2
           3          16
         -15          -4
         -16          -4
         -16         -16
          -5         -21
          -2          16
          12         -17
          12           6
         -12          -8
         -13          -3
          -8           8
          11          -9
           9           8
         -13         -17
           9           9
          10         -17
          13           6
          19          -4
         -16          -5
          19          -5
         -12         -19
           3          15
           8           9
           3         -28
          13         -17
         -10           1
          -9           8
          -3          19
           4          15
         -11           1
         -12         -20
          -2          20
           9          10
          13         -16
          20          -4
         -17         -15
          19          -6
          17           0
         -12           1
           3          17
          15           4
          -3         -27
         -13         -20
          21          -4
         -14         -20
           4          14
         -14          -3
          14         -16
          13         -15
           8          10
         -12         -21
           9          11
          14           6
          10          11
          -9           9
          -3          20
           5          15
          15         -16
          15         -17
         -17          -4
          -4          19
          22          -4
           2         -24
          16           4
         -12         -22
          19          -7
          -1         -27
          22          -3
          -1          21
          16           5
          -3         -28
