           0           0
           0           1
           1           0
           0          -1
           0           2
          -1           0
           2           0
           0           3
           3           0
           0           4
           0           5
           2          -1
           0          -2
           4           0
          -1          -1
           0          -3
           1           5
           1           6
          -2          -1
          -1           5
           5           0
          -3          -1
           5          -1
           1          -3
          -3           0
           1          -4
          -1          -3
           2           6
           6          -1
           1          -5
          -2          -3
           1           7
           7          -1
           5           1
           1           8
          -3          -3
           7           0
          -1           6
           1          -6
          -2           6
           7           1
           2          -5
           0          -6
           3           6
           0          -7
           8           1
           0          -8
           6          -2
           0          -9
           0         -10
          -2           7
           0           8
           0         -11
          -4          -3
           1          -8
           8          -1
           3           7
           9          -1
          -4           0
          10          -1
           7          -2
           5           2
          -4          -4
           4           7
          -2           5
           0           9
          10           0
          -5           0
          -5          -3
          11          -1
          -6           0
           7           2
           0          10
           1         -11
          -6           1
          -7           0
          -7          -1
          -2           8
           1           2
           9           1
           2          -8
           3          -1
           2         -11
           3          -2
           1          10
           5           3
          10           1
          -8          -1
          11           1
          -9          -1
          11           2
          12          -1
         -10          -1
           6           3
          -4          -5
          -4          -6
           6           4
          -9           0
           1          11
          11           3
           2         -12
           0          11
           3         -12
           4         -12
           4         -11
           1          12
          -3           8
          13          -1
          -4           8
           8          -2
           2          -4
          13           0
         -10           0
           5           7
         -11           0
          -1          -7
          -3           1
           4         -13
         -12           0
           7          -3
           7          -4
          13          -2
          -6           2
           2          12
          -1         -11
           3          -8
         -11          -1
           3          -5
           0         -12
          13          -3
           0         -13
           5         -11
           0         -14
          -4           1
          14           0
          -1          11
           4           8
          -1          -8
          14          -2
           5           8
          15           0
           1          13
          15           1
          16           0
           7          -5
           1          14
          15          -2
           4         -14
           0         -15
          12           3
          -1         -15
           3          -9
          -8           0
         -12          -1
          -9          -2
           6           8
           1         -15
          12           4
           3          12
           5         -14
          16           1
           1          15
         -13          -1
           8          -5
          -8           1
         -13           0
          15          -3
           6           7
         -12           1
           0          15
          13          -4
          15          -4
           0         -16
           0          16
          12           5
           0          17
          -5          -6
           6         -14
          13           5
           6         -13
          16          -4
         -14           0
          -1         -16
          17           0
           6         -11
           0         -17
         -14           1
          13           1
          18           0
          -1         -10
          -4           2
         -15           1
           7          -6
          -1          15
           1         -17
           0          18
           6           6
           7         -11
           8          -6
          -2         -16
          -1          18
          19           0
          14          -4
           0         -18
          -6           3
         -14          -1
          -5          -7
         -12           2
          12          -4
          20           0
          -1          10
           2         -15
         -15          -1
           3          13
         -16          -1
          -1         -18
          -9          -3
           2          15
           4          -2
          -5          -8
          16           2
          -2         -18
          -1         -12
          -1         -14
          17          -4
          -5          -9
          17           2
           3         -15
          -2          18
          -3         -18
          18           2
          -6          -6
          14          -5
          18          -4
           9          -2
           5         -15
          -2          15
          19          -1
           7         -14
           6           9
          18           3
          -9          -4
          -6          -9
          20           1
          19           3
          -3          18
          -2          10
         -13           2
           4         -15
          -2          14
         -16           1
          18          -5
          -7          -9
         -16           0
         -17           0
         -16          -2
          17          -5
          -3          14
          19          -5
           7         -15
          -3         -19
           9          -6
         -12           3
         -17          -2
          14           5
           5         -16
           7           9
           0          19
          20          -5
           8         -14
           7          10
          13          -5
          -9          -5
           0          20
          -4         -19
          15           5
           8         -11
          21           1
           7          11
         -12           4
         -18           0
           9          -7
           8         -12
           0          21
          -1          21
          -2          -8
         -19           0
          -5         -19
          -2          21
         -12          -2
         -16          -3
           8          10
           1         -18
          22           1
          18          -6
           4          13
          -6           4
          19           4
          20           4
          -6           5
         -12          -3
          22           2
           9          -8
          18          -7
          15           6
           0          22
          -2         -14
          -7           5
           1         -19
         -19           1
         -19           2
          23           1
          -7          -6
           8         -15
         -10          -4
          -6         -19
           8           9
           1          22
          -7         -19
           8           2
          -1          22
          18           4
          17           4
           4         -16
          -8           5
          21           0
           9          10
           8         -16
           5         -17
           1         -20
          -2          22
         -13          -3
         -20           0
          19          -7
          20           5
          20          -1
          -3         -14
          22           2
          -8          -9
           9         -16
          10         -16
           9          -9
          23           0
         -21           0
          10         -17
           1          17
          19          -8
          -8         -10
          -3          19
           9         -17
          14           6
          20           6
           3          11
          21          -1
          10           3
          -2         -19
         -16          -4
           1          20
          -9           5
         -19           3
         -16          -5
          -4           9
         -15          -5
          -5           9
         -20           2
          -8           6
          -8         -19
          -1          12
          -9          -6
          -3         -15
         -22           0
           2          17
         -15          -6
         -15          -7
